Date,ID,Member Since,Type,Charge,Join Date,Zip,Primary's Birthday,Account ID,Type External ID,Date Entered
8/6/2024,TXN00000386,11/18/2024,Hineini Pledges,9504,11/18/2024,11205,5/25/1977,ACC010049,TYPE1,8/6/2024
8/6/2024,TXN00000514,11/18/2008,Adult Education,248,11/18/2008,10282,1/2/1988,ACC010065,TYPE5,8/6/2024
8/6/2024,TXN00001030,11/18/2011,Building Fund,2618,11/18/2011,10017,4/26/1953,ACC010133,TYPE6,8/6/2024
8/7/2024,TXN00000541,11/18/2024,Adult Education,300,11/18/2024,10128,12/17/1944,ACC010067,TYPE5,8/8/2024
8/7/2024,TXN00001420,11/18/2010,Religious School Fees,529,11/18/2010,10033,6/22/1974,ACC010183,TYPE3,8/7/2024
8/10/2024,TXN00000416,11/18/2014,Religious School Fees,3000,11/18/2014,10010,10/14/1953,ACC010054,TYPE3,8/12/2024
8/11/2024,TXN00000059,11/18/2022,Religious School Fees,500,11/18/2022,11201,8/5/1984,ACC010006,TYPE3,8/12/2024
8/11/2024,TXN00000274,11/18/2007,HH Pledges/Memorial Book,1000,11/18/2007,10075,8/13/1978,ACC010033,TYPE2,8/11/2024
8/12/2024,TXN00000154,11/18/2000,Religious School Fees,1492,11/18/2000,11215,2/9/1991,ACC010017,TYPE3,8/13/2024
8/12/2024,TXN00000285,11/18/2016,Adult Education,300,11/18/2016,11201,4/5/1946,ACC010035,TYPE5,8/13/2024
8/12/2024,TXN00000774,11/18/1995,HH Pledges/Memorial Book,1000,11/18/1995,10001,7/5/1962,ACC010099,TYPE2,8/12/2024
8/12/2024,TXN00001113,11/18/2011,Religious School Fees,539,11/18/2011,10017,4/2/1956,ACC010143,TYPE3,8/12/2024
8/13/2024,TXN00001363,11/18/2016,High Holiday Tickets,361,11/18/2016,10001,5/22/1956,ACC010177,TYPE4,8/15/2024
8/14/2024,TXN00000705,11/18/2010,HH Pledges/Memorial Book,1000,11/18/2010,10034,3/22/1976,ACC010090,TYPE2,8/14/2024
8/14/2024,TXN00001374,11/18/1996,Religious School Fees,1929,11/18/1996,11222,6/17/1973,ACC010178,TYPE3,8/15/2024
8/15/2024,TXN00001389,11/18/2018,HH Pledges/Memorial Book,1000,11/18/2018,11211,6/18/1967,ACC010179,TYPE2,8/16/2024
8/16/2024,TXN00000552,11/18/2020,HH Pledges/Memorial Book,1000,11/18/2020,10023,1/23/1993,ACC010069,TYPE2,8/17/2024
8/16/2024,TXN00000747,11/18/1998,High Holiday Tickets,490,11/18/1998,10065,1/8/1980,ACC010096,TYPE4,8/16/2024
8/16/2024,TXN00000776,11/18/1995,High Holiday Tickets,376,11/18/1995,10001,7/5/1962,ACC010099,TYPE4,8/17/2024
8/16/2024,TXN00001501,11/18/1998,HH Pledges/Memorial Book,589,11/18/1998,10027,4/11/1998,ACC010194,TYPE2,8/16/2024
8/17/2024,TXN00000643,11/18/2008,Building Fund,3561,11/18/2008,11217,6/16/1943,ACC010082,TYPE6,8/18/2024
8/19/2024,TXN00000890,11/18/2012,High Holiday Tickets,163,11/18/2012,10024,9/6/1965,ACC010113,TYPE4,8/21/2024
8/20/2024,TXN00000704,11/18/2010,HH Pledges/Memorial Book,518,11/18/2010,10034,3/22/1976,ACC010090,TYPE2,8/21/2024
8/21/2024,TXN00001397,11/18/2007,High Holiday Tickets,235,11/18/2007,10018,9/1/1979,ACC010180,TYPE4,8/21/2024
8/21/2024,TXN00001482,11/18/2020,Religious School Fees,500,11/18/2020,10013,4/1/1975,ACC010191,TYPE3,8/21/2024
8/21/2024,TXN00001506,11/18/2022,Adult Education,300,11/18/2022,10029,5/26/1980,ACC010195,TYPE5,8/23/2024
8/22/2024,TXN00000510,11/18/1996,Hineini Pledges,1800,11/18/1996,10044,1/4/1986,ACC010064,TYPE1,8/24/2024
8/23/2024,TXN00000370,11/18/2000,HH Pledges/Memorial Book,192,11/18/2000,10024,10/9/1993,ACC010046,TYPE2,8/24/2024
8/24/2024,TXN00000682,11/18/2002,Adult Education,300,11/18/2002,11217,11/15/1996,ACC010087,TYPE5,8/25/2024
8/25/2024,TXN00000080,11/18/2022,Adult Education,174,11/18/2022,10020,6/17/1961,ACC010008,TYPE5,8/27/2024
8/26/2024,TXN00000409,11/18/2008,Building Fund,1634,11/18/2008,10018,12/7/1963,ACC010053,TYPE6,8/26/2024
8/26/2024,TXN00001015,11/18/2016,Hineini Pledges,1947,11/18/2016,10016,1/22/1963,ACC010131,TYPE1,8/27/2024
8/26/2024,TXN00001258,11/18/2017,Hineini Pledges,2257,11/18/2017,10031,10/28/1952,ACC010163,TYPE1,8/26/2024
8/27/2024,TXN00000160,11/18/2003,Religious School Fees,500,11/18/2003,11222,1/6/1972,ACC010018,TYPE3,8/27/2024
8/27/2024,TXN00000515,11/18/2008,Religious School Fees,1793,11/18/2008,10282,1/2/1988,ACC010065,TYPE3,8/29/2024
8/28/2024,TXN00001414,11/18/2014,High Holiday Tickets,435,11/18/2014,10019,6/11/1963,ACC010182,TYPE4,8/29/2024
8/29/2024,TXN00000387,11/18/2024,Religious School Fees,1343,11/18/2024,11205,5/25/1977,ACC010049,TYPE3,8/29/2024
8/30/2024,TXN00000608,11/18/1996,Hineini Pledges,1800,11/18/1996,10019,12/16/1955,ACC010077,TYPE1,8/31/2024
9/1/2024,TXN00000239,11/18/1998,Hineini Pledges,12651,11/18/1998,10027,4/21/1962,ACC010029,TYPE1,9/1/2024
9/3/2024,TXN00000739,11/18/2012,Hineini Pledges,6887,11/18/2012,10035,8/19/1988,ACC010095,TYPE1,9/3/2024
9/3/2024,TXN00001480,11/18/2020,High Holiday Tickets,500,11/18/2020,10013,4/1/1975,ACC010191,TYPE4,9/4/2024
9/4/2024,TXN00000230,11/18/1995,Building Fund,3575,11/18/1995,10282,6/1/1979,ACC010027,TYPE6,9/6/2024
9/5/2024,TXN00000272,11/18/2007,High Holiday Tickets,500,11/18/2007,10075,8/13/1978,ACC010033,TYPE4,9/6/2024
9/5/2024,TXN00001315,11/18/1997,HH Pledges/Memorial Book,362,11/18/1997,10065,1/24/1956,ACC010172,TYPE2,9/6/2024
9/6/2024,TXN00000333,11/18/2000,High Holiday Tickets,500,11/18/2000,11205,7/24/1985,ACC010040,TYPE4,9/6/2024
9/8/2024,TXN00000032,11/18/2006,Hineini Pledges,12275,11/18/2006,10075,11/1/1969,ACC010003,TYPE1,9/10/2024
9/8/2024,TXN00001292,11/18/2006,Adult Education,300,11/18/2006,10021,9/5/1965,ACC010169,TYPE5,9/8/2024
9/9/2024,TXN00000664,11/18/2003,Adult Education,300,11/18/2003,10024,12/25/1976,ACC010084,TYPE5,9/9/2024
9/9/2024,TXN00001057,11/18/1995,Adult Education,300,11/18/1995,10012,8/28/1950,ACC010136,TYPE5,9/11/2024
9/9/2024,TXN00001197,11/18/2006,Hineini Pledges,1968,11/18/2006,10019,9/26/1992,ACC010154,TYPE1,9/9/2024
9/9/2024,TXN00001445,11/18/2021,HH Pledges/Memorial Book,978,11/18/2021,10020,12/5/1974,ACC010185,TYPE2,9/9/2024
9/10/2024,TXN00000845,11/18/2016,Adult Education,300,11/18/2016,11206,9/22/1966,ACC010108,TYPE5,9/11/2024
9/10/2024,TXN00000931,11/18/2000,Adult Education,300,11/18/2000,10022,9/13/1956,ACC010119,TYPE5,9/10/2024
9/12/2024,TXN00000357,11/18/2002,Religious School Fees,3000,11/18/2002,10033,4/15/1972,ACC010044,TYPE3,9/12/2024
9/12/2024,TXN00000862,11/18/2021,HH Pledges/Memorial Book,1000,11/18/2021,10282,4/11/1985,ACC010110,TYPE2,9/14/2024
9/13/2024,TXN00000345,11/18/2006,Adult Education,300,11/18/2006,10019,12/28/1992,ACC010042,TYPE5,9/13/2024
9/13/2024,TXN00000494,11/18/2013,HH Pledges/Memorial Book,370,11/18/2013,10021,1/17/1955,ACC010063,TYPE2,9/13/2024
9/14/2024,TXN00000991,11/18/1998,Hineini Pledges,2377,11/18/1998,10030,5/28/1991,ACC010126,TYPE1,9/14/2024
9/14/2024,TXN00001100,11/18/2005,HH Pledges/Memorial Book,641,11/18/2005,10023,1/24/1966,ACC010142,TYPE2,9/16/2024
9/15/2024,TXN00000589,11/18/2018,Religious School Fees,2300,11/18/2018,10018,2/11/1983,ACC010074,TYPE3,9/17/2024
9/15/2024,TXN00001088,11/18/1995,HH Pledges/Memorial Book,274,11/18/1995,10075,11/27/1955,ACC010141,TYPE2,9/15/2024
9/16/2024,TXN00001009,11/18/2010,HH Pledges/Memorial Book,384,11/18/2010,10027,5/13/1991,ACC010130,TYPE2,9/16/2024
9/16/2024,TXN00001222,11/18/2001,Building Fund,5000,11/18/2001,10026,9/7/1942,ACC010157,TYPE6,9/17/2024
9/17/2024,TXN00001167,11/18/1999,High Holiday Tickets,395,11/18/1999,11205,3/3/1989,ACC010149,TYPE4,9/18/2024
9/18/2024,TXN00000590,11/18/2018,Religious School Fees,1482,11/18/2018,10018,2/11/1983,ACC010074,TYPE3,9/18/2024
9/20/2024,TXN00000397,11/18/2023,High Holiday Tickets,500,11/18/2023,10018,11/12/1974,ACC010050,TYPE4,9/21/2024
9/22/2024,TXN00000539,11/18/2024,Hineini Pledges,7901,11/18/2024,10128,12/17/1944,ACC010067,TYPE1,9/22/2024
9/22/2024,TXN00000597,11/18/2009,Religious School Fees,2972,11/18/2009,10016,12/14/1954,ACC010075,TYPE3,9/24/2024
9/25/2024,TXN00001334,11/18/2007,HH Pledges/Memorial Book,592,11/18/2007,10128,5/28/1949,ACC010174,TYPE2,9/26/2024
9/26/2024,TXN00000376,11/18/2017,Hineini Pledges,12756,11/18/2017,10011,4/15/1973,ACC010047,TYPE1,9/28/2024
9/27/2024,TXN00000959,11/18/2002,Building Fund,5000,11/18/2002,10017,5/27/1964,ACC010123,TYPE6,9/27/2024
9/27/2024,TXN00001387,11/18/2018,Building Fund,3545,11/18/2018,11211,6/18/1967,ACC010179,TYPE6,9/27/2024
9/28/2024,TXN00000020,11/18/2000,Hineini Pledges,1928,11/18/2000,11205,12/21/1967,ACC010002,TYPE1,9/29/2024
9/28/2024,TXN00000417,11/18/2014,High Holiday Tickets,500,11/18/2014,10010,10/14/1953,ACC010054,TYPE4,9/29/2024
9/30/2024,TXN00000004,11/18/2003,Religious School Fees,1743,11/18/2003,10023,3/24/1965,ACC010000,TYPE3,9/30/2024
9/30/2024,TXN00001253,11/18/2023,Hineini Pledges,7593,11/18/2023,10017,9/2/1966,ACC010162,TYPE1,10/2/2024
10/1/2024,TXN00000232,11/18/1998,Hineini Pledges,4516,11/18/1998,11215,3/16/1955,ACC010028,TYPE1,10/1/2024
10/3/2024,TXN00000893,11/18/2012,Adult Education,300,11/18/2012,10024,9/6/1965,ACC010113,TYPE5,10/3/2024
10/4/2024,TXN00001259,11/18/2017,HH Pledges/Memorial Book,370,11/18/2017,10031,10/28/1952,ACC010163,TYPE2,10/4/2024
10/4/2024,TXN00001316,11/18/1997,Religious School Fees,3000,11/18/1997,10065,1/24/1956,ACC010172,TYPE3,10/4/2024
10/5/2024,TXN00000452,11/18/1999,High Holiday Tickets,490,11/18/1999,10029,7/24/1970,ACC010058,TYPE4,10/7/2024
10/5/2024,TXN00000634,11/18/2004,Religious School Fees,500,11/18/2004,11222,1/13/1972,ACC010080,TYPE3,10/7/2024
10/5/2024,TXN00001177,11/18/1995,Building Fund,5000,11/18/1995,10025,10/18/1948,ACC010151,TYPE6,10/6/2024
10/5/2024,TXN00001304,11/18/1995,HH Pledges/Memorial Book,1000,11/18/1995,10003,1/27/1948,ACC010171,TYPE2,10/6/2024
10/5/2024,TXN00001322,11/18/2015,High Holiday Tickets,306,11/18/2015,10075,2/25/1969,ACC010173,TYPE4,10/6/2024
10/5/2024,TXN00001444,11/18/2021,Building Fund,1908,11/18/2021,10020,12/5/1974,ACC010185,TYPE6,10/5/2024
10/7/2024,TXN00001112,11/18/2011,High Holiday Tickets,500,11/18/2011,10017,4/2/1956,ACC010143,TYPE4,10/8/2024
10/9/2024,TXN00000124,11/18/1999,Religious School Fees,3000,11/18/1999,10014,3/21/1986,ACC010014,TYPE3,10/11/2024
10/9/2024,TXN00000481,11/18/2021,Adult Education,300,11/18/2021,10026,5/9/1961,ACC010061,TYPE5,10/11/2024
10/9/2024,TXN00000929,11/18/2000,Building Fund,3941,11/18/2000,10022,9/13/1956,ACC010119,TYPE6,10/11/2024
10/10/2024,TXN00000396,11/18/2023,Adult Education,300,11/18/2023,10018,11/12/1974,ACC010050,TYPE5,10/10/2024
10/10/2024,TXN00001223,11/18/2001,Religious School Fees,1801,11/18/2001,10026,9/7/1942,ACC010157,TYPE3,10/10/2024
10/11/2024,TXN00000371,11/18/2000,HH Pledges/Memorial Book,518,11/18/2000,10024,10/9/1993,ACC010046,TYPE2,10/12/2024
10/12/2024,TXN00000507,11/18/1996,Building Fund,195,11/18/1996,10044,1/4/1986,ACC010064,TYPE6,10/13/2024
10/12/2024,TXN00000644,11/18/2008,Building Fund,4930,11/18/2008,11217,6/16/1943,ACC010082,TYPE6,10/14/2024
10/12/2024,TXN00000876,11/18/2008,High Holiday Tickets,500,11/18/2008,10035,12/14/1973,ACC010111,TYPE4,10/12/2024
10/13/2024,TXN00000681,11/18/2002,Religious School Fees,1913,11/18/2002,11217,11/15/1996,ACC010087,TYPE3,10/15/2024
10/14/2024,TXN00001151,11/18/2001,Hineini Pledges,8876,11/18/2001,10282,6/5/1964,ACC010147,TYPE1,10/16/2024
10/15/2024,TXN00000430,11/18/1999,Hineini Pledges,1800,11/18/1999,10014,7/7/1951,ACC010055,TYPE1,10/16/2024
10/15/2024,TXN00001027,11/18/2011,Adult Education,300,11/18/2011,10017,4/26/1953,ACC010133,TYPE5,10/16/2024
10/16/2024,TXN00001028,11/18/2011,Adult Education,300,11/18/2011,10017,4/26/1953,ACC010133,TYPE5,10/16/2024
10/17/2024,TXN00000731,11/18/2009,Adult Education,105,11/18/2009,10014,10/4/1973,ACC010093,TYPE5,10/19/2024
10/18/2024,TXN00000460,11/18/2000,High Holiday Tickets,500,11/18/2000,10128,1/8/1963,ACC010059,TYPE4,10/20/2024
10/18/2024,TXN00000581,11/18/2011,Hineini Pledges,2433,11/18/2011,11231,11/23/1957,ACC010073,TYPE1,10/18/2024
10/19/2024,TXN00000716,11/18/2006,Hineini Pledges,1835,11/18/2006,10011,2/8/1949,ACC010091,TYPE1,10/21/2024
10/19/2024,TXN00001277,11/18/2021,Building Fund,932,11/18/2021,10010,12/19/1950,ACC010167,TYPE6,10/20/2024
10/20/2024,TXN00000811,11/18/2008,HH Pledges/Memorial Book,1000,11/18/2008,10040,4/16/1994,ACC010103,TYPE2,10/22/2024
10/20/2024,TXN00001130,11/18/2002,Religious School Fees,3000,11/18/2002,11205,6/19/1987,ACC010145,TYPE3,10/21/2024
10/26/2024,TXN00000625,11/18/2010,HH Pledges/Memorial Book,973,11/18/2010,10022,11/10/1986,ACC010079,TYPE2,10/28/2024
10/26/2024,TXN00001221,11/18/2001,Building Fund,3338,11/18/2001,10026,9/7/1942,ACC010157,TYPE6,10/27/2024
10/27/2024,TXN00001411,11/18/2014,Building Fund,5000,11/18/2014,10019,6/11/1963,ACC010182,TYPE6,10/27/2024
10/28/2024,TXN00001353,11/18/2010,Building Fund,2645,11/18/2010,10282,12/23/1972,ACC010176,TYPE6,10/29/2024
10/30/2024,TXN00000238,11/18/1998,Building Fund,1551,11/18/1998,10027,4/21/1962,ACC010029,TYPE6,10/30/2024
10/30/2024,TXN00000762,11/18/2024,Hineini Pledges,2289,11/18/2024,10040,8/27/1995,ACC010098,TYPE1,10/30/2024
10/31/2024,TXN00001074,11/18/2004,Adult Education,300,11/18/2004,10128,1/4/1958,ACC010138,TYPE5,11/2/2024
11/1/2024,TXN00000177,11/18/2013,Adult Education,300,11/18/2013,11222,6/22/2000,ACC010021,TYPE5,11/2/2024
11/1/2024,TXN00000982,11/18/1996,Hineini Pledges,5382,11/18/1996,10025,11/28/1954,ACC010125,TYPE1,11/3/2024
11/2/2024,TXN00000246,11/18/2005,Religious School Fees,500,11/18/2005,10002,2/8/1956,ACC010030,TYPE3,11/3/2024
11/2/2024,TXN00000827,11/18/1999,Religious School Fees,920,11/18/1999,10020,12/3/1979,ACC010105,TYPE3,11/2/2024
11/2/2024,TXN00001043,11/18/2024,High Holiday Tickets,197,11/18/2024,10036,4/20/1967,ACC010135,TYPE4,11/4/2024
11/4/2024,TXN00000558,11/18/2023,HH Pledges/Memorial Book,465,11/18/2023,11201,8/15/1947,ACC010070,TYPE2,11/5/2024
11/4/2024,TXN00000576,11/18/2018,High Holiday Tickets,500,11/18/2018,10021,2/21/1993,ACC010072,TYPE4,11/5/2024
11/5/2024,TXN00000262,11/18/2014,Building Fund,1952,11/18/2014,10011,12/21/1951,ACC010032,TYPE6,11/5/2024
11/5/2024,TXN00000616,11/18/2004,Building Fund,2682,11/18/2004,10029,7/26/1970,ACC010078,TYPE6,11/7/2024
11/5/2024,TXN00000657,11/18/1995,Adult Education,171,11/18/1995,10020,6/18/1987,ACC010083,TYPE5,11/6/2024
11/5/2024,TXN00000921,11/18/2011,HH Pledges/Memorial Book,302,11/18/2011,10021,10/2/1966,ACC010118,TYPE2,11/7/2024
11/5/2024,TXN00000979,11/18/1996,Building Fund,5000,11/18/1996,10025,11/28/1954,ACC010125,TYPE6,11/7/2024
11/6/2024,TXN00000170,11/18/2015,Hineini Pledges,3352,11/18/2015,10025,4/13/1984,ACC010020,TYPE1,11/8/2024
11/7/2024,TXN00000990,11/18/1998,Religious School Fees,500,11/18/1998,10030,5/28/1991,ACC010126,TYPE3,11/7/2024
11/8/2024,TXN00001352,11/18/2010,Building Fund,1577,11/18/2010,10282,12/23/1972,ACC010176,TYPE6,11/9/2024
11/10/2024,TXN00000671,11/18/2015,Adult Education,300,11/18/2015,11205,9/19/1948,ACC010086,TYPE5,11/11/2024
11/11/2024,TXN00000061,11/18/2022,Hineini Pledges,1800,11/18/2022,11201,8/5/1984,ACC010006,TYPE1,11/13/2024
11/11/2024,TXN00001179,11/18/1995,HH Pledges/Memorial Book,1000,11/18/1995,10025,10/18/1948,ACC010151,TYPE2,11/11/2024
11/12/2024,TXN00000309,11/18/2015,Adult Education,118,11/18/2015,10012,4/1/1964,ACC010037,TYPE5,11/14/2024
11/14/2024,TXN00000851,11/18/1999,Hineini Pledges,7014,11/18/1999,10075,3/26/1982,ACC010109,TYPE1,11/16/2024
11/14/2024,TXN00001271,11/18/2016,High Holiday Tickets,349,11/18/2016,11215,10/14/1953,ACC010166,TYPE4,11/16/2024
11/15/2024,TXN00000388,11/18/2024,Religious School Fees,3000,11/18/2024,11205,5/25/1977,ACC010049,TYPE3,11/17/2024
11/15/2024,TXN00001110,11/18/2011,Adult Education,300,11/18/2011,10017,4/2/1956,ACC010143,TYPE5,11/15/2024
11/16/2024,TXN00000796,11/18/2017,High Holiday Tickets,500,11/18/2017,10014,8/26/1978,ACC010101,TYPE4,11/18/2024
11/17/2024,TXN00001244,11/18/2006,Religious School Fees,1062,11/18/2006,10010,3/16/1970,ACC010160,TYPE3,11/17/2024
11/19/2024,TXN00000321,11/18/1998,Building Fund,365,11/18/1998,10023,12/18/1958,ACC010038,TYPE6,11/21/2024
11/20/2024,TXN00001403,11/18/2009,Building Fund,5000,11/18/2009,10023,3/8/1963,ACC010181,TYPE6,11/21/2024
11/21/2024,TXN00000145,11/18/2001,Hineini Pledges,13479,11/18/2001,11211,4/3/1967,ACC010016,TYPE1,11/21/2024
11/21/2024,TXN00000155,11/18/2000,Religious School Fees,529,11/18/2000,11215,2/9/1991,ACC010017,TYPE3,11/21/2024
11/21/2024,TXN00000363,11/18/2005,Adult Education,300,11/18/2005,10032,6/15/1970,ACC010045,TYPE5,11/23/2024
11/22/2024,TXN00001305,11/18/1995,Building Fund,469,11/18/1995,10003,1/27/1948,ACC010171,TYPE6,11/23/2024
11/23/2024,TXN00000164,11/18/2011,Building Fund,2621,11/18/2011,10001,9/19/1999,ACC010019,TYPE6,11/25/2024
11/23/2024,TXN00000703,11/18/2010,Hineini Pledges,6803,11/18/2010,10034,3/22/1976,ACC010090,TYPE1,11/25/2024
11/24/2024,TXN00000471,11/18/2000,High Holiday Tickets,500,11/18/2000,11206,10/26/1983,ACC010060,TYPE4,11/25/2024
11/24/2024,TXN00001260,11/18/2017,HH Pledges/Memorial Book,1000,11/18/2017,10031,10/28/1952,ACC010163,TYPE2,11/25/2024
11/25/2024,TXN00000108,11/18/1998,Hineini Pledges,1805,11/18/1998,10036,9/28/1960,ACC010012,TYPE1,11/25/2024
11/27/2024,TXN00000183,11/18/2000,Building Fund,5000,11/18/2000,11231,3/23/1952,ACC010022,TYPE6,11/27/2024
11/27/2024,TXN00001442,11/18/2021,Hineini Pledges,1906,11/18/2021,10020,12/5/1974,ACC010185,TYPE1,11/27/2024
11/28/2024,TXN00000873,11/18/2008,Adult Education,300,11/18/2008,10035,12/14/1973,ACC010111,TYPE5,11/29/2024
11/28/2024,TXN00001026,11/18/2011,Hineini Pledges,1800,11/18/2011,10017,4/26/1953,ACC010133,TYPE1,11/30/2024
11/28/2024,TXN00001207,11/18/2012,Building Fund,4831,11/18/2012,10022,6/7/1985,ACC010155,TYPE6,11/30/2024
11/30/2024,TXN00000033,11/18/2006,Religious School Fees,3000,11/18/2006,10075,11/1/1969,ACC010003,TYPE3,12/2/2024
11/30/2024,TXN00000509,11/18/1996,Adult Education,300,11/18/1996,10044,1/4/1986,ACC010064,TYPE5,11/30/2024
11/30/2024,TXN00000892,11/18/2012,Building Fund,5000,11/18/2012,10024,9/6/1965,ACC010113,TYPE6,12/1/2024
11/30/2024,TXN00000919,11/18/2011,Hineini Pledges,9593,11/18/2011,10021,10/2/1966,ACC010118,TYPE1,11/30/2024
12/2/2024,TXN00000189,11/18/2002,Adult Education,256,11/18/2002,10030,10/4/1978,ACC010023,TYPE5,12/3/2024
12/2/2024,TXN00000698,11/18/2021,Adult Education,300,11/18/2021,10027,12/19/1948,ACC010089,TYPE5,12/3/2024
12/2/2024,TXN00001029,11/18/2011,Building Fund,5000,11/18/2011,10017,4/26/1953,ACC010133,TYPE6,12/4/2024
12/4/2024,TXN00000284,11/18/2016,Building Fund,2029,11/18/2016,11201,4/5/1946,ACC010035,TYPE6,12/4/2024
12/4/2024,TXN00000764,11/18/2024,HH Pledges/Memorial Book,964,11/18/2024,10040,8/27/1995,ACC010098,TYPE2,12/6/2024
12/5/2024,TXN00000052,11/18/1998,Adult Education,300,11/18/1998,10069,11/18/1961,ACC010005,TYPE5,12/6/2024
12/5/2024,TXN00000998,11/18/2016,HH Pledges/Memorial Book,190,11/18/2016,10026,5/22/1997,ACC010127,TYPE2,12/5/2024
12/6/2024,TXN00001481,11/18/2020,Religious School Fees,3000,11/18/2020,10013,4/1/1975,ACC010191,TYPE3,12/8/2024
12/7/2024,TXN00000006,11/18/2003,High Holiday Tickets,500,11/18/2003,10023,3/24/1965,ACC010000,TYPE4,12/9/2024
12/7/2024,TXN00000670,11/18/2015,Adult Education,300,11/18/2015,11205,9/19/1948,ACC010086,TYPE5,12/7/2024
12/8/2024,TXN00000207,11/18/2023,Religious School Fees,3000,11/18/2023,11205,10/18/1943,ACC010025,TYPE3,12/8/2024
12/8/2024,TXN00000968,11/18/2011,Adult Education,300,11/18/2011,10024,1/13/1980,ACC010124,TYPE5,12/8/2024
12/8/2024,TXN00001396,11/18/2007,Adult Education,121,11/18/2007,10018,9/1/1979,ACC010180,TYPE5,12/8/2024
12/9/2024,TXN00000725,11/18/2022,HH Pledges/Memorial Book,1000,11/18/2022,10026,11/6/1985,ACC010092,TYPE2,12/10/2024
12/9/2024,TXN00000804,11/18/2001,Building Fund,4238,11/18/2001,10020,10/26/1953,ACC010102,TYPE6,12/9/2024
12/9/2024,TXN00001335,11/18/2007,HH Pledges/Memorial Book,1000,11/18/2007,10128,5/28/1949,ACC010174,TYPE2,12/10/2024
12/9/2024,TXN00001514,11/18/2006,High Holiday Tickets,500,11/18/2006,10075,8/5/1975,ACC010198,TYPE4,12/10/2024
12/12/2024,TXN00001119,11/18/2020,Hineini Pledges,9925,11/18/2020,11231,11/7/1961,ACC010144,TYPE1,12/12/2024
12/14/2024,TXN00000217,11/18/2006,Hineini Pledges,2985,11/18/2006,11201,3/17/1941,ACC010026,TYPE1,12/16/2024
12/14/2024,TXN00000724,11/18/2022,Religious School Fees,2408,11/18/2022,10026,11/6/1985,ACC010092,TYPE3,12/16/2024
12/14/2024,TXN00000828,11/18/1999,HH Pledges/Memorial Book,1000,11/18/1999,10020,12/3/1979,ACC010105,TYPE2,12/16/2024
12/15/2024,TXN00000296,11/18/2021,HH Pledges/Memorial Book,1000,11/18/2021,10001,4/18/1986,ACC010036,TYPE2,12/16/2024
12/15/2024,TXN00000943,11/18/1996,Adult Education,100,11/18/1996,10031,4/16/1952,ACC010121,TYPE5,12/15/2024
12/15/2024,TXN00001462,11/18/2022,High Holiday Tickets,500,11/18/2022,10026,2/25/1953,ACC010188,TYPE4,12/16/2024
12/16/2024,TXN00000453,11/18/1999,Religious School Fees,1746,11/18/1999,10029,7/24/1970,ACC010058,TYPE3,12/18/2024
12/16/2024,TXN00000604,11/18/2010,High Holiday Tickets,500,11/18/2010,10012,2/21/1949,ACC010076,TYPE4,12/16/2024
12/16/2024,TXN00001198,11/18/2006,HH Pledges/Memorial Book,1000,11/18/2006,10019,9/26/1992,ACC010154,TYPE2,12/16/2024
12/16/2024,TXN00001355,11/18/2010,High Holiday Tickets,220,11/18/2010,10282,12/23/1972,ACC010176,TYPE4,12/18/2024
12/17/2024,TXN00000060,11/18/2022,High Holiday Tickets,500,11/18/2022,11201,8/5/1984,ACC010006,TYPE4,12/18/2024
12/17/2024,TXN00000457,11/18/2000,Adult Education,128,11/18/2000,10128,1/8/1963,ACC010059,TYPE5,12/17/2024
12/18/2024,TXN00000327,11/18/2014,Religious School Fees,711,11/18/2014,10032,9/20/1992,ACC010039,TYPE3,12/19/2024
12/18/2024,TXN00001211,11/18/2012,High Holiday Tickets,500,11/18/2012,10022,6/7/1985,ACC010155,TYPE4,12/18/2024
12/20/2024,TXN00000615,11/18/2004,Hineini Pledges,5913,11/18/2004,10029,7/26/1970,ACC010078,TYPE1,12/22/2024
12/20/2024,TXN00001293,11/18/2006,High Holiday Tickets,144,11/18/2006,10021,9/5/1965,ACC010169,TYPE4,12/22/2024
12/21/2024,TXN00000443,11/18/2009,High Holiday Tickets,500,11/18/2009,10036,1/5/1970,ACC010056,TYPE4,12/22/2024
12/23/2024,TXN00000159,11/18/2003,Religious School Fees,3000,11/18/2003,11222,1/6/1972,ACC010018,TYPE3,12/23/2024
12/24/2024,TXN00000627,11/18/2010,Building Fund,1033,11/18/2010,10022,11/10/1986,ACC010079,TYPE6,12/24/2024
12/24/2024,TXN00001210,11/18/2012,Adult Education,300,11/18/2012,10022,6/7/1985,ACC010155,TYPE5,12/26/2024
12/25/2024,TXN00001265,11/18/1995,Religious School Fees,1847,11/18/1995,10030,6/6/1959,ACC010164,TYPE3,12/26/2024
12/26/2024,TXN00001058,11/18/1995,Building Fund,1052,11/18/1995,10012,8/28/1950,ACC010136,TYPE6,12/28/2024
12/27/2024,TXN00000310,11/18/2015,Building Fund,3723,11/18/2015,10012,4/1/1964,ACC010037,TYPE6,12/28/2024
12/28/2024,TXN00000184,11/18/2000,Building Fund,352,11/18/2000,11231,3/23/1952,ACC010022,TYPE6,12/30/2024
12/29/2024,TXN00000190,11/18/2002,Adult Education,300,11/18/2002,10030,10/4/1978,ACC010023,TYPE5,12/29/2024
12/29/2024,TXN00001118,11/18/2020,Adult Education,243,11/18/2020,11231,11/7/1961,ACC010144,TYPE5,12/29/2024
